index,recommend,content,datetime
72,True,"귀엽고 재밌긴 함 평범한 리썰류 보다는 훨씬 재밌음

다른 리썰류들과의 차이점을 이야기 하려면, 공략만 본다면(물론 안보고 하지만) 몬스터들에 대해 충분히 대항하고 죽일 수 있음.
다른 리썰류들의 게임을 재미없었던 이유 중 하나가, 몬스터를 만났을 떄, 너무 무기력했음 내가 할 수 있는 게 너무 적음.
(리썰 컴퍼니 같은 경우, 몬스터가 무적이거나 상대하기 엄청 어렵거나) (샷건으로 쏘면 되잖아요!=모드잖아요, 기본으로 가능한 게 아니거나 심지어 이걸 모드 아닌 상태로 하려면, 삽으로 병졍을 존나 염병하며 잡은 뒤, 샷건을 뒤지게 아껴까며 몬스터를 잡아야함) 심지어 샷건이 있어도 안 죽는 몬스터나 죽여도 의미가 없는 몬스터가 있음. 그런 것보다는 낫다고 생각함

단점: 목표치가 존나 빡빡하고 너무 높음; 카트가 존나 작아서 큰거 담기 시작하면 물건을 담기가 존나 어려운데,
물건을 위에 안 올리고 떨어지면, 돈을 안 줌; 흑흑 내 만 오천 달러짜리 물품 흑흑....",2025-07-10 05:29:34
73,True,꿀잼,2025-07-10 04:56:03
74,True,오디오 틀지 말라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-10 03:56:54
75,True,리썰이랑 비슷한데 더 재밌는것 같다,2025-07-10 03:31:21
76,True,존잼띠,2025-07-10 02:37:32
77,True,재밌음,2025-07-09 14:36:23
78,True,친구랑 하니까 재밋는데 계속 싸우게 되더라고요. 저는 이러다 친구를 잃을까봐 걱정입니다.,2025-07-09 13:08:27
79,True,표정 갸귀여움,2025-07-09 12:36:26
80,True,.,2025-07-09 11:39:29
81,True,,2025-07-09 09:50:17
